NGO_ID,NGO_Name,Country,Sector,Focus_Area
1191,Global Impact Foundation 1191,India,Women Empowerment,Skill Development
1192,Global Impact Foundation 1192,India,Environment,Community Health
1193,Global Impact Foundation 1193,UAE,Women Empowerment,Skill Development
1194,Global Impact Foundation 1194,Australia,Poverty Relief,Disaster Relief
1195,Global Impact Foundation 1195,Canada,Education,Disaster Relief
1196,Global Impact Foundation 1196,Germany,Human Rights,Policy Advocacy
1197,Global Impact Foundation 1197,UK,Poverty Relief,Urban Support
1198,Global Impact Foundation 1198,USA,Environment,Policy Advocacy
1199,Global Impact Foundation 1199,India,Poverty Relief,Disaster Relief
1200,Global Impact Foundation 1200,Kenya,Women Empowerment,Urban Support
1201,Global Impact Foundation 1201,India,Women Empowerment,Urban Support
1202,Global Impact Foundation 1202,Australia,Health,Skill Development
1203,Global Impact Foundation 1203,UK,Human Rights,Policy Advocacy
1204,Global Impact Foundation 1204,Germany,Child Welfare,Policy Advocacy
1205,Global Impact Foundation 1205,Brazil,Child Welfare,Urban Support
1206,Global Impact Foundation 1206,Germany,Child Welfare,Disaster Relief
1207,Global Impact Foundation 1207,USA,Education,Urban Support
1208,Global Impact Foundation 1208,UK,Environment,Disaster Relief
1209,Global Impact Foundation 1209,India,Poverty Relief,Policy Advocacy
1210,Global Impact Foundation 1210,UK,Women Empowerment,Policy Advocacy
1211,Global Impact Foundation 1211,Brazil,Education,Urban Support
1212,Global Impact Foundation 1212,South Africa,Poverty Relief,Urban Support
1213,Global Impact Foundation 1213,Kenya,Child Welfare,Policy Advocacy
1214,Global Impact Foundation 1214,UAE,Child Welfare,Skill Development
1215,Global Impact Foundation 1215,Australia,Education,Community Health
1216,Global Impact Foundation 1216,South Africa,Education,Disaster Relief
1217,Global Impact Foundation 1217,UK,Education,Urban Support
1218,Global Impact Foundation 1218,India,Education,Rural Development
1219,Global Impact Foundation 1219,USA,Education,Policy Advocacy
1220,Global Impact Foundation 1220,Brazil,Women Empowerment,Rural Development
1221,Global Impact Foundation 1221,India,Human Rights,Urban Support
1222,Global Impact Foundation 1222,Australia,Women Empowerment,Skill Development
1223,Global Impact Foundation 1223,UK,Environment,Skill Development
1224,Global Impact Foundation 1224,India,Human Rights,Policy Advocacy
1225,Global Impact Foundation 1225,India,Health,Community Health
1226,Global Impact Foundation 1226,Germany,Human Rights,Community Health
1227,Global Impact Foundation 1227,USA,Child Welfare,Skill Development
1228,Global Impact Foundation 1228,Australia,Education,Skill Development
1229,Global Impact Foundation 1229,Canada,Environment,Community Health
1230,Global Impact Foundation 1230,UK,Women Empowerment,Policy Advocacy
1231,Global Impact Foundation 1231,Kenya,Human Rights,Disaster Relief
1232,Global Impact Foundation 1232,USA,Poverty Relief,Policy Advocacy
1233,Global Impact Foundation 1233,Brazil,Education,Community Health
1234,Global Impact Foundation 1234,USA,Environment,Urban Support
1235,Global Impact Foundation 1235,USA,Child Welfare,Community Health
1236,Global Impact Foundation 1236,UAE,Poverty Relief,Community Health
1237,Global Impact Foundation 1237,Brazil,Human Rights,Community Health
1238,Global Impact Foundation 1238,Brazil,Poverty Relief,Disaster Relief
1239,Global Impact Foundation 1239,Kenya,Human Rights,Rural Development
1240,Global Impact Foundation 1240,Brazil,Health,Disaster Relief
1241,Global Impact Foundation 1241,UK,Poverty Relief,Community Health
1242,Global Impact Foundation 1242,Canada,Environment,Urban Support
1243,Global Impact Foundation 1243,USA,Women Empowerment,Skill Development
1244,Global Impact Foundation 1244,Kenya,Environment,Policy Advocacy
1245,Global Impact Foundation 1245,Brazil,Education,Skill Development
1246,Global Impact Foundation 1246,USA,Environment,Rural Development
1247,Global Impact Foundation 1247,Brazil,Human Rights,Skill Development
1248,Global Impact Foundation 1248,India,Human Rights,Urban Support
1249,Global Impact Foundation 1249,India,Health,Urban Support
1250,Global Impact Foundation 1250,Germany,Education,Skill Development
1251,Global Impact Foundation 1251,Australia,Women Empowerment,Community Health
1252,Global Impact Foundation 1252,USA,Health,Urban Support
1253,Global Impact Foundation 1253,Brazil,Child Welfare,Urban Support
1254,Global Impact Foundation 1254,South Africa,Poverty Relief,Urban Support
1255,Global Impact Foundation 1255,Kenya,Education,Policy Advocacy
1256,Global Impact Foundation 1256,Australia,Health,Skill Development
1257,Global Impact Foundation 1257,Australia,Poverty Relief,Policy Advocacy
1258,Global Impact Foundation 1258,Canada,Environment,Skill Development
1259,Global Impact Foundation 1259,Kenya,Women Empowerment,Urban Support
1260,Global Impact Foundation 1260,Kenya,Child Welfare,Disaster Relief
1261,Global Impact Foundation 1261,UAE,Child Welfare,Rural Development
1262,Global Impact Foundation 1262,USA,Health,Policy Advocacy
1263,Global Impact Foundation 1263,Brazil,Health,Community Health
1264,Global Impact Foundation 1264,South Africa,Environment,Disaster Relief
1265,Global Impact Foundation 1265,India,Child Welfare,Urban Support
1266,Global Impact Foundation 1266,India,Human Rights,Skill Development
1267,Global Impact Foundation 1267,UK,Women Empowerment,Urban Support
1268,Global Impact Foundation 1268,Brazil,Health,Rural Development
1269,Global Impact Foundation 1269,USA,Poverty Relief,Skill Development
1270,Global Impact Foundation 1270,South Africa,Environment,Skill Development
1271,Global Impact Foundation 1271,South Africa,Poverty Relief,Rural Development
1272,Global Impact Foundation 1272,UK,Education,Community Health
1273,Global Impact Foundation 1273,USA,Human Rights,Community Health
1274,Global Impact Foundation 1274,UK,Human Rights,Skill Development
1275,Global Impact Foundation 1275,India,Health,Urban Support
1276,Global Impact Foundation 1276,South Africa,Child Welfare,Policy Advocacy
1277,Global Impact Foundation 1277,Germany,Environment,Policy Advocacy
1278,Global Impact Foundation 1278,South Africa,Education,Urban Support
1279,Global Impact Foundation 1279,South Africa,Human Rights,Urban Support
1280,Global Impact Foundation 1280,South Africa,Poverty Relief,Urban Support
1281,Global Impact Foundation 1281,India,Human Rights,Disaster Relief
1282,Global Impact Foundation 1282,Brazil,Women Empowerment,Community Health
1283,Global Impact Foundation 1283,UAE,Women Empowerment,Skill Development
1284,Global Impact Foundation 1284,Australia,Child Welfare,Policy Advocacy
1285,Global Impact Foundation 1285,Australia,Health,Skill Development
1286,Global Impact Foundation 1286,India,Human Rights,Skill Development
1287,Global Impact Foundation 1287,UAE,Health,Rural Development
1288,Global Impact Foundation 1288,Germany,Human Rights,Urban Support
1289,Global Impact Foundation 1289,India,Poverty Relief,Disaster Relief
1290,Global Impact Foundation 1290,Brazil,Women Empowerment,Skill Development
1291,Global Impact Foundation 1291,Germany,Women Empowerment,Rural Development
1292,Global Impact Foundation 1292,Kenya,Environment,Disaster Relief
1293,Global Impact Foundation 1293,Germany,Women Empowerment,Disaster Relief
1294,Global Impact Foundation 1294,Australia,Environment,Urban Support
1295,Global Impact Foundation 1295,USA,Women Empowerment,Community Health
1296,Global Impact Foundation 1296,India,Education,Urban Support
1297,Global Impact Foundation 1297,Canada,Human Rights,Policy Advocacy
1298,Global Impact Foundation 1298,UK,Human Rights,Policy Advocacy
1299,Global Impact Foundation 1299,Brazil,Poverty Relief,Disaster Relief
1300,Global Impact Foundation 1300,UAE,Human Rights,Rural Development
1301,Global Impact Foundation 1301,UK,Health,Urban Support
1302,Global Impact Foundation 1302,Kenya,Child Welfare,Disaster Relief
1303,Global Impact Foundation 1303,Brazil,Child Welfare,Urban Support
1304,Global Impact Foundation 1304,Kenya,Poverty Relief,Rural Development
1305,Global Impact Foundation 1305,South Africa,Child Welfare,Urban Support
1306,Global Impact Foundation 1306,UK,Child Welfare,Community Health
1307,Global Impact Foundation 1307,UK,Environment,Skill Development
1308,Global Impact Foundation 1308,Brazil,Environment,Community Health
1309,Global Impact Foundation 1309,USA,Women Empowerment,Urban Support
1310,Global Impact Foundation 1310,UAE,Environment,Community Health
1311,Global Impact Foundation 1311,Canada,Women Empowerment,Disaster Relief
1312,Global Impact Foundation 1312,Canada,Education,Urban Support
1313,Global Impact Foundation 1313,South Africa,Poverty Relief,Skill Development
1314,Global Impact Foundation 1314,UAE,Education,Policy Advocacy
1315,Global Impact Foundation 1315,India,Health,Policy Advocacy
1316,Global Impact Foundation 1316,UAE,Education,Urban Support
1317,Global Impact Foundation 1317,USA,Women Empowerment,Skill Development
1318,Global Impact Foundation 1318,UK,Health,Skill Development
1319,Global Impact Foundation 1319,India,Health,Urban Support
1320,Global Impact Foundation 1320,India,Women Empowerment,Skill Development
1321,Global Impact Foundation 1321,Brazil,Human Rights,Urban Support
1322,Global Impact Foundation 1322,Australia,Environment,Urban Support
1323,Global Impact Foundation 1323,UK,Environment,Policy Advocacy
1324,Global Impact Foundation 1324,UAE,Child Welfare,Urban Support
1325,Global Impact Foundation 1325,Australia,Health,Community Health
1326,Global Impact Foundation 1326,India,Poverty Relief,Community Health
1327,Global Impact Foundation 1327,Canada,Education,Rural Development
1328,Global Impact Foundation 1328,Germany,Women Empowerment,Disaster Relief
1329,Global Impact Foundation 1329,Germany,Health,Rural Development
1330,Global Impact Foundation 1330,Canada,Poverty Relief,Rural Development
1331,Global Impact Foundation 1331,UK,Poverty Relief,Rural Development
1332,Global Impact Foundation 1332,UK,Education,Community Health
1333,Global Impact Foundation 1333,South Africa,Poverty Relief,Rural Development
1334,Global Impact Foundation 1334,Kenya,Education,Urban Support
1335,Global Impact Foundation 1335,Australia,Education,Skill Development
1336,Global Impact Foundation 1336,Canada,Child Welfare,Policy Advocacy
1337,Global Impact Foundation 1337,UK,Environment,Policy Advocacy
1338,Global Impact Foundation 1338,Brazil,Environment,Community Health
1339,Global Impact Foundation 1339,Canada,Education,Rural Development
1340,Global Impact Foundation 1340,India,Women Empowerment,Urban Support
1341,Global Impact Foundation 1341,Germany,Human Rights,Policy Advocacy
1342,Global Impact Foundation 1342,Brazil,Education,Rural Development
1343,Global Impact Foundation 1343,UAE,Women Empowerment,Urban Support
1344,Global Impact Foundation 1344,Canada,Human Rights,Policy Advocacy
1345,Global Impact Foundation 1345,Brazil,Child Welfare,Urban Support
1346,Global Impact Foundation 1346,India,Human Rights,Policy Advocacy
1347,Global Impact Foundation 1347,Germany,Health,Community Health
1348,Global Impact Foundation 1348,Canada,Poverty Relief,Urban Support
1349,Global Impact Foundation 1349,UAE,Poverty Relief,Rural Development
1350,Global Impact Foundation 1350,Canada,Women Empowerment,Rural Development
1351,Global Impact Foundation 1351,Canada,Health,Skill Development
1352,Global Impact Foundation 1352,Australia,Education,Policy Advocacy
1353,Global Impact Foundation 1353,UK,Education,Disaster Relief
1354,Global Impact Foundation 1354,Canada,Health,Skill Development
1355,Global Impact Foundation 1355,Australia,Education,Rural Development
1356,Global Impact Foundation 1356,India,Women Empowerment,Policy Advocacy
1357,Global Impact Foundation 1357,UAE,Women Empowerment,Skill Development
1358,Global Impact Foundation 1358,South Africa,Women Empowerment,Skill Development
1359,Global Impact Foundation 1359,UAE,Poverty Relief,Skill Development
1360,Global Impact Foundation 1360,India,Health,Skill Development
1361,Global Impact Foundation 1361,Australia,Education,Disaster Relief
1362,Global Impact Foundation 1362,Brazil,Poverty Relief,Rural Development
1363,Global Impact Foundation 1363,India,Poverty Relief,Skill Development
1364,Global Impact Foundation 1364,UAE,Education,Rural Development
1365,Global Impact Foundation 1365,Germany,Environment,Community Health
1366,Global Impact Foundation 1366,UK,Education,Urban Support
1367,Global Impact Foundation 1367,Germany,Child Welfare,Urban Support
1368,Global Impact Foundation 1368,Brazil,Human Rights,Skill Development
1369,Global Impact Foundation 1369,UAE,Health,Disaster Relief
1370,Global Impact Foundation 1370,UAE,Human Rights,Skill Development
1371,Global Impact Foundation 1371,UAE,Education,Urban Support
1372,Global Impact Foundation 1372,USA,Environment,Policy Advocacy
1373,Global Impact Foundation 1373,Australia,Women Empowerment,Rural Development
1374,Global Impact Foundation 1374,Australia,Environment,Skill Development
1375,Global Impact Foundation 1375,Australia,Women Empowerment,Disaster Relief
1376,Global Impact Foundation 1376,South Africa,Poverty Relief,Skill Development
1377,Global Impact Foundation 1377,USA,Human Rights,Rural Development
1378,Global Impact Foundation 1378,USA,Human Rights,Community Health
1379,Global Impact Foundation 1379,Australia,Women Empowerment,Policy Advocacy
1380,Global Impact Foundation 1380,India,Health,Skill Development
1381,Global Impact Foundation 1381,Kenya,Child Welfare,Community Health
1382,Global Impact Foundation 1382,UAE,Education,Policy Advocacy
