NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
1205,Global Impact Foundation 1205,USA,Education,Community Health,www.globalimpactfoundation1205.global,contact@globalimpactfoundation1205.global,High,Funding
1206,Global Impact Foundation 1206,India,Health,Urban Support,www.globalimpactfoundation1206.ngo,contact@globalimpactfoundation1206.global,High,Funding
1207,Global Impact Foundation 1207,Canada,Education,Disaster Relief,www.globalimpactfoundation1207.org,contact@globalimpactfoundation1207.ngo,Medium,Outreach
1208,Global Impact Foundation 1208,India,Women Empowerment,Skill Development,www.globalimpactfoundation1208.foundation,contact@globalimpactfoundation1208.ngo,High,Partnership
1209,Global Impact Foundation 1209,Brazil,Women Empowerment,Disaster Relief,www.globalimpactfoundation1209.ngo,contact@globalimpactfoundation1209.ngo,Medium,Partnership
1210,Global Impact Foundation 1210,India,Poverty Relief,Skill Development,www.globalimpactfoundation1210.foundation,contact@globalimpactfoundation1210.global,High,Pilot Testing
1211,Global Impact Foundation 1211,India,Human Rights,Community Health,www.globalimpactfoundation1211.foundation,contact@globalimpactfoundation1211.foundation,Medium,Pilot Testing
1212,Global Impact Foundation 1212,Brazil,Education,Policy Advocacy,www.globalimpactfoundation1212.org,contact@globalimpactfoundation1212.global,High,Outreach
1213,Global Impact Foundation 1213,India,Education,Policy Advocacy,www.globalimpactfoundation1213.org,contact@globalimpactfoundation1213.foundation,High,Partnership
1214,Global Impact Foundation 1214,Australia,Education,Disaster Relief,www.globalimpactfoundation1214.foundation,contact@globalimpactfoundation1214.org,High,Funding
1215,Global Impact Foundation 1215,UK,Health,Rural Development,www.globalimpactfoundation1215.org,contact@globalimpactfoundation1215.ngo,Medium,Pilot Testing
1216,Global Impact Foundation 1216,South Africa,Education,Urban Support,www.globalimpactfoundation1216.foundation,contact@globalimpactfoundation1216.foundation,Medium,Outreach
1217,Global Impact Foundation 1217,Australia,Child Welfare,Policy Advocacy,www.globalimpactfoundation1217.foundation,contact@globalimpactfoundation1217.foundation,Medium,Pilot Testing
1218,Global Impact Foundation 1218,Germany,Child Welfare,Skill Development,www.globalimpactfoundation1218.global,contact@globalimpactfoundation1218.org,High,Funding
1219,Global Impact Foundation 1219,Germany,Child Welfare,Policy Advocacy,www.globalimpactfoundation1219.org,contact@globalimpactfoundation1219.foundation,High,Partnership
1220,Global Impact Foundation 1220,UK,Environment,Skill Development,www.globalimpactfoundation1220.ngo,contact@globalimpactfoundation1220.foundation,Medium,Pilot Testing
1221,Global Impact Foundation 1221,UAE,Environment,Disaster Relief,www.globalimpactfoundation1221.ngo,contact@globalimpactfoundation1221.ngo,High,Pilot Testing
1222,Global Impact Foundation 1222,India,Women Empowerment,Rural Development,www.globalimpactfoundation1222.foundation,contact@globalimpactfoundation1222.foundation,High,Partnership
1223,Global Impact Foundation 1223,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation1223.global,contact@globalimpactfoundation1223.foundation,Low,Outreach
1224,Global Impact Foundation 1224,Australia,Poverty Relief,Community Health,www.globalimpactfoundation1224.org,contact@globalimpactfoundation1224.global,High,Partnership
1225,Global Impact Foundation 1225,Canada,Poverty Relief,Skill Development,www.globalimpactfoundation1225.global,contact@globalimpactfoundation1225.global,Medium,Funding
1226,Global Impact Foundation 1226,Brazil,Women Empowerment,Rural Development,www.globalimpactfoundation1226.global,contact@globalimpactfoundation1226.global,Medium,Funding
1227,Global Impact Foundation 1227,India,Women Empowerment,Skill Development,www.globalimpactfoundation1227.foundation,contact@globalimpactfoundation1227.global,High,Outreach
1228,Global Impact Foundation 1228,Germany,Child Welfare,Rural Development,www.globalimpactfoundation1228.global,contact@globalimpactfoundation1228.org,Medium,Outreach
1229,Global Impact Foundation 1229,USA,Education,Community Health,www.globalimpactfoundation1229.ngo,contact@globalimpactfoundation1229.foundation,Low,Funding
1230,Global Impact Foundation 1230,Canada,Health,Policy Advocacy,www.globalimpactfoundation1230.ngo,contact@globalimpactfoundation1230.global,High,Outreach
1231,Global Impact Foundation 1231,India,Poverty Relief,Rural Development,www.globalimpactfoundation1231.org,contact@globalimpactfoundation1231.global,Low,Pilot Testing
1232,Global Impact Foundation 1232,Germany,Human Rights,Disaster Relief,www.globalimpactfoundation1232.org,contact@globalimpactfoundation1232.org,Low,Funding
1233,Global Impact Foundation 1233,Australia,Environment,Policy Advocacy,www.globalimpactfoundation1233.ngo,contact@globalimpactfoundation1233.ngo,Low,Pilot Testing
1234,Global Impact Foundation 1234,India,Health,Skill Development,www.globalimpactfoundation1234.ngo,contact@globalimpactfoundation1234.foundation,High,Pilot Testing
1235,Global Impact Foundation 1235,USA,Health,Policy Advocacy,www.globalimpactfoundation1235.ngo,contact@globalimpactfoundation1235.org,Low,Pilot Testing
1236,Global Impact Foundation 1236,India,Environment,Rural Development,www.globalimpactfoundation1236.global,contact@globalimpactfoundation1236.ngo,Low,Funding
1237,Global Impact Foundation 1237,South Africa,Education,Community Health,www.globalimpactfoundation1237.ngo,contact@globalimpactfoundation1237.global,Low,Pilot Testing
1238,Global Impact Foundation 1238,South Africa,Women Empowerment,Urban Support,www.globalimpactfoundation1238.org,contact@globalimpactfoundation1238.foundation,High,Partnership
1239,Global Impact Foundation 1239,Brazil,Poverty Relief,Rural Development,www.globalimpactfoundation1239.ngo,contact@globalimpactfoundation1239.foundation,Low,Pilot Testing
1240,Global Impact Foundation 1240,UK,Education,Skill Development,www.globalimpactfoundation1240.org,contact@globalimpactfoundation1240.org,Low,Outreach
1241,Global Impact Foundation 1241,UAE,Education,Skill Development,www.globalimpactfoundation1241.org,contact@globalimpactfoundation1241.ngo,Low,Pilot Testing
1242,Global Impact Foundation 1242,Kenya,Health,Disaster Relief,www.globalimpactfoundation1242.global,contact@globalimpactfoundation1242.org,Low,Funding
1243,Global Impact Foundation 1243,Germany,Women Empowerment,Rural Development,www.globalimpactfoundation1243.ngo,contact@globalimpactfoundation1243.global,Low,Pilot Testing
1244,Global Impact Foundation 1244,South Africa,Child Welfare,Policy Advocacy,www.globalimpactfoundation1244.foundation,contact@globalimpactfoundation1244.global,High,Funding
1245,Global Impact Foundation 1245,UK,Poverty Relief,Policy Advocacy,www.globalimpactfoundation1245.ngo,contact@globalimpactfoundation1245.org,Low,Pilot Testing
1246,Global Impact Foundation 1246,Canada,Women Empowerment,Urban Support,www.globalimpactfoundation1246.global,contact@globalimpactfoundation1246.ngo,High,Funding
1247,Global Impact Foundation 1247,India,Health,Urban Support,www.globalimpactfoundation1247.foundation,contact@globalimpactfoundation1247.ngo,Low,Pilot Testing
1248,Global Impact Foundation 1248,UAE,Child Welfare,Policy Advocacy,www.globalimpactfoundation1248.ngo,contact@globalimpactfoundation1248.global,Low,Pilot Testing
1249,Global Impact Foundation 1249,USA,Poverty Relief,Rural Development,www.globalimpactfoundation1249.ngo,contact@globalimpactfoundation1249.foundation,Low,Outreach
1250,Global Impact Foundation 1250,India,Child Welfare,Disaster Relief,www.globalimpactfoundation1250.foundation,contact@globalimpactfoundation1250.org,Low,Partnership
1251,Global Impact Foundation 1251,Kenya,Environment,Rural Development,www.globalimpactfoundation1251.foundation,contact@globalimpactfoundation1251.foundation,High,Funding
1252,Global Impact Foundation 1252,South Africa,Health,Policy Advocacy,www.globalimpactfoundation1252.ngo,contact@globalimpactfoundation1252.foundation,High,Pilot Testing
1253,Global Impact Foundation 1253,UK,Human Rights,Skill Development,www.globalimpactfoundation1253.foundation,contact@globalimpactfoundation1253.ngo,Low,Funding
1254,Global Impact Foundation 1254,USA,Human Rights,Disaster Relief,www.globalimpactfoundation1254.foundation,contact@globalimpactfoundation1254.foundation,High,Pilot Testing
1255,Global Impact Foundation 1255,Australia,Poverty Relief,Community Health,www.globalimpactfoundation1255.foundation,contact@globalimpactfoundation1255.foundation,High,Outreach
1256,Global Impact Foundation 1256,Germany,Education,Rural Development,www.globalimpactfoundation1256.global,contact@globalimpactfoundation1256.ngo,High,Outreach
1257,Global Impact Foundation 1257,South Africa,Poverty Relief,Rural Development,www.globalimpactfoundation1257.ngo,contact@globalimpactfoundation1257.ngo,Medium,Outreach
1258,Global Impact Foundation 1258,Kenya,Human Rights,Policy Advocacy,www.globalimpactfoundation1258.foundation,contact@globalimpactfoundation1258.global,Medium,Funding
1259,Global Impact Foundation 1259,UK,Health,Disaster Relief,www.globalimpactfoundation1259.ngo,contact@globalimpactfoundation1259.global,High,Pilot Testing
1260,Global Impact Foundation 1260,India,Child Welfare,Urban Support,www.globalimpactfoundation1260.foundation,contact@globalimpactfoundation1260.foundation,Low,Outreach
1261,Global Impact Foundation 1261,India,Health,Policy Advocacy,www.globalimpactfoundation1261.global,contact@globalimpactfoundation1261.foundation,Medium,Funding
1262,Global Impact Foundation 1262,South Africa,Child Welfare,Rural Development,www.globalimpactfoundation1262.org,contact@globalimpactfoundation1262.foundation,Medium,Outreach
1263,Global Impact Foundation 1263,South Africa,Child Welfare,Disaster Relief,www.globalimpactfoundation1263.foundation,contact@globalimpactfoundation1263.org,High,Partnership
1264,Global Impact Foundation 1264,UAE,Women Empowerment,Urban Support,www.globalimpactfoundation1264.foundation,contact@globalimpactfoundation1264.ngo,Low,Outreach
1265,Global Impact Foundation 1265,South Africa,Environment,Skill Development,www.globalimpactfoundation1265.global,contact@globalimpactfoundation1265.global,Low,Outreach
1266,Global Impact Foundation 1266,UAE,Health,Urban Support,www.globalimpactfoundation1266.ngo,contact@globalimpactfoundation1266.foundation,Low,Funding
1267,Global Impact Foundation 1267,Australia,Child Welfare,Rural Development,www.globalimpactfoundation1267.global,contact@globalimpactfoundation1267.org,Medium,Partnership
1268,Global Impact Foundation 1268,USA,Education,Skill Development,www.globalimpactfoundation1268.global,contact@globalimpactfoundation1268.global,Medium,Partnership
1269,Global Impact Foundation 1269,Kenya,Poverty Relief,Skill Development,www.globalimpactfoundation1269.global,contact@globalimpactfoundation1269.org,High,Outreach
1270,Global Impact Foundation 1270,USA,Poverty Relief,Community Health,www.globalimpactfoundation1270.ngo,contact@globalimpactfoundation1270.foundation,Medium,Partnership
1271,Global Impact Foundation 1271,South Africa,Health,Policy Advocacy,www.globalimpactfoundation1271.org,contact@globalimpactfoundation1271.org,Medium,Funding
1272,Global Impact Foundation 1272,UK,Women Empowerment,Policy Advocacy,www.globalimpactfoundation1272.ngo,contact@globalimpactfoundation1272.global,Low,Outreach
1273,Global Impact Foundation 1273,UK,Environment,Urban Support,www.globalimpactfoundation1273.foundation,contact@globalimpactfoundation1273.org,Medium,Funding
1274,Global Impact Foundation 1274,Kenya,Poverty Relief,Policy Advocacy,www.globalimpactfoundation1274.org,contact@globalimpactfoundation1274.ngo,Medium,Outreach
1275,Global Impact Foundation 1275,Germany,Education,Community Health,www.globalimpactfoundation1275.org,contact@globalimpactfoundation1275.org,High,Partnership
1276,Global Impact Foundation 1276,India,Poverty Relief,Urban Support,www.globalimpactfoundation1276.global,contact@globalimpactfoundation1276.org,Low,Pilot Testing
1277,Global Impact Foundation 1277,Germany,Human Rights,Urban Support,www.globalimpactfoundation1277.org,contact@globalimpactfoundation1277.foundation,High,Pilot Testing
1278,Global Impact Foundation 1278,Kenya,Human Rights,Disaster Relief,www.globalimpactfoundation1278.org,contact@globalimpactfoundation1278.global,High,Funding
1279,Global Impact Foundation 1279,Germany,Environment,Skill Development,www.globalimpactfoundation1279.ngo,contact@globalimpactfoundation1279.ngo,High,Outreach
1280,Global Impact Foundation 1280,Australia,Health,Urban Support,www.globalimpactfoundation1280.global,contact@globalimpactfoundation1280.foundation,Low,Funding
1281,Global Impact Foundation 1281,India,Human Rights,Urban Support,www.globalimpactfoundation1281.global,contact@globalimpactfoundation1281.org,High,Partnership
1282,Global Impact Foundation 1282,Australia,Health,Disaster Relief,www.globalimpactfoundation1282.global,contact@globalimpactfoundation1282.global,High,Funding
1283,Global Impact Foundation 1283,Germany,Health,Urban Support,www.globalimpactfoundation1283.foundation,contact@globalimpactfoundation1283.foundation,Low,Partnership
1284,Global Impact Foundation 1284,India,Environment,Urban Support,www.globalimpactfoundation1284.org,contact@globalimpactfoundation1284.org,High,Pilot Testing
1285,Global Impact Foundation 1285,Kenya,Environment,Community Health,www.globalimpactfoundation1285.ngo,contact@globalimpactfoundation1285.global,High,Funding
1286,Global Impact Foundation 1286,Kenya,Environment,Disaster Relief,www.globalimpactfoundation1286.foundation,contact@globalimpactfoundation1286.foundation,Medium,Outreach
1287,Global Impact Foundation 1287,USA,Education,Policy Advocacy,www.globalimpactfoundation1287.org,contact@globalimpactfoundation1287.ngo,Medium,Partnership
1288,Global Impact Foundation 1288,Canada,Environment,Urban Support,www.globalimpactfoundation1288.foundation,contact@globalimpactfoundation1288.foundation,Medium,Partnership
1289,Global Impact Foundation 1289,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation1289.ngo,contact@globalimpactfoundation1289.ngo,High,Partnership
1290,Global Impact Foundation 1290,UAE,Women Empowerment,Rural Development,www.globalimpactfoundation1290.org,contact@globalimpactfoundation1290.foundation,High,Pilot Testing
1291,Global Impact Foundation 1291,UK,Women Empowerment,Disaster Relief,www.globalimpactfoundation1291.foundation,contact@globalimpactfoundation1291.org,Medium,Pilot Testing
