village_name,problem_type,severity,affected_families,ngo_name,ngo_work,state,district,year,month,population,malaria_cases,dengue_cases,tb_cases
"Madurai, Tamil Nadu",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,Low,129,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2018,Mar,441013,197,329,57
"Nagpur, Maharashtra",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage; Low Institutional Deliveries,High,121,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Maharashtra,Nagpur,2017,Mar,411569,49,266,231
"Madurai, Tamil Nadu",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,Medium,187,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2018,Apr,136994,386,391,67
"Nagpur, Maharashtra",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,143,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Maharashtra,Nagpur,2016,Jun,373952,263,379,2
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Cases; TB Cases,Low,114,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Bengaluru,2016,Apr,127667,362,127,27
"Gaya, Bihar",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage; Low Institutional Deliveries,Medium,158,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Bihar,Gaya,2016,Mar,96814,329,232,151
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Outbreak; TB Cases,Low,68,HMIS,Government health data collection and reporting (Health Management Information System),Uttar Pradesh,Lucknow,2018,Jan,286920,11,230,66
"Pune, Maharashtra",Malaria Outbreak; Dengue Cases; High TB Burden; Low Institutional Deliveries,Low,166,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Pune,2016,Apr,89216,350,131,269
"Gaya, Bihar",Malaria Outbreak; Dengue Cases; TB Cases,High,137,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Bihar,Gaya,2016,Jan,139052,468,123,29
"Howrah, West Bengal",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Institutional Deliveries,Low,174,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",West Bengal,Howrah,2016,Mar,428174,209,393,181
"Siliguri, West Bengal",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,93,NFHS,National Family Health Survey — demographic and health indicators research,West Bengal,Siliguri,2017,Feb,206853,312,14,94
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases,Low,159,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Ahmedabad,2018,Sep,403185,468,160,91
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,43,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Lucknow,2016,Sep,254137,96,63,37
"Coimbatore, Tamil Nadu",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Institutional Deliveries,Medium,148,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Tamil Nadu,Coimbatore,2016,Jun,197398,337,323,7
"Madurai, Tamil Nadu",Malaria Outbreak; Dengue Cases; TB Cases,High,65,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Tamil Nadu,Madurai,2016,Jul,182258,263,31,2
"Agra, Uttar Pradesh",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,115,NFHS,National Family Health Survey — demographic and health indicators research,Uttar Pradesh,Agra,2017,Jul,386550,110,302,107
"Siliguri, West Bengal",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage; Low ANC Registrations; Low Institutional Deliveries,High,111,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",West Bengal,Siliguri,2017,Feb,498448,229,106,167
"Patna, Bihar",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,Low,198,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Bihar,Patna,2017,Jul,256247,494,128,270
"Surat, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,132,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Surat,2016,Jan,239552,386,128,81
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Institutional Deliveries,High,208,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Varanasi,2017,Feb,394584,454,375,108
"Agra, Uttar Pradesh",Malaria Cases; Dengue Cases; High TB Burden,Medium,126,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Agra,2016,Mar,362193,116,154,298
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Outbreak; High TB Burden; Low Institutional Deliveries,Low,164,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Tamil Nadu,Coimbatore,2018,Apr,347753,141,348,249
"Hubli, Karnataka",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,High,181,NFHS,National Family Health Survey — demographic and health indicators research,Karnataka,Hubli,2016,Mar,459470,266,301,251
"Kolkata, West Bengal",Malaria Outbreak; Dengue Cases; High TB Burden,High,121,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",West Bengal,Kolkata,2018,Jul,233724,247,104,196
"Patna, Bihar",Malaria Outbreak; Dengue Outbreak; TB Cases,High,159,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Bihar,Patna,2017,Jun,142236,268,374,77
"Muzaffarpur, Bihar",Malaria Cases; Dengue Outbreak; High TB Burden,High,152,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Bihar,Muzaffarpur,2018,Mar,64996,174,336,178
"Madurai, Tamil Nadu",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,High,112,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2017,Mar,165554,136,216,156
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,High,39,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Karnataka,Bengaluru,2017,Mar,311388,67,95,16
"Patna, Bihar",Malaria Outbreak; Dengue Cases; TB Cases,Low,74,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Bihar,Patna,2018,Aug,137893,290,7,36
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,216,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Karnataka,Bengaluru,2017,Mar,397343,385,369,222
"Madurai, Tamil Nadu",Malaria Cases; Dengue Outbreak; TB Cases,Medium,121,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2016,Aug,196417,174,340,31
"Pune, Maharashtra",Malaria Outbreak; Dengue Outbreak; High TB Burden,High,158,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Maharashtra,Pune,2018,Mar,173859,282,228,202
"Lucknow, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low ANC Registrations,High,213,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2016,Jul,198325,442,248,271
"Hubli, Karnataka",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations; Low Institutional Deliveries,High,138,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Karnataka,Hubli,2016,Jan,292032,500,100,24
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Outbreak; High TB Burden,Low,164,HMIS,Government health data collection and reporting (Health Management Information System),Gujarat,Ahmedabad,2018,Jan,376647,224,266,249
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,High,185,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Agra,2018,May,435739,296,270,267
"Surat, Gujarat",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,46,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Gujarat,Surat,2016,Jan,414951,30,123,55
"Nagpur, Maharashtra",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low ANC Registrations,High,130,HMIS,Government health data collection and reporting (Health Management Information System),Maharashtra,Nagpur,2017,Aug,303901,184,285,119
"Nagpur, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,37,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Nagpur,2017,Sep,423262,66,9,95
"Siliguri, West Bengal",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,121,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",West Bengal,Siliguri,2016,May,163068,309,192,47
"Muzaffarpur, Bihar",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage; Low ANC Registrations,Low,167,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Bihar,Muzaffarpur,2016,Sep,384433,147,306,299
"Bengaluru, Karnataka",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Low,127,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2017,Sep,247686,146,235,194
"Vadodara, Gujarat",Malaria Outbreak; Dengue Cases; High TB Burden,High,186,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Vadodara,2017,May,182008,499,119,220
"Bengaluru, Karnataka",Malaria Cases; Dengue Outbreak; High TB Burden,High,143,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Karnataka,Bengaluru,2016,Aug,323050,38,355,252
"Siliguri, West Bengal",Malaria Outbreak; Dengue Outbreak; High TB Burden,Low,219,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",West Bengal,Siliguri,2018,May,204237,437,287,265
"Vadodara, Gujarat",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Institutional Deliveries,Low,217,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Gujarat,Vadodara,2016,Jun,178057,477,308,195
"Howrah, West Bengal",Malaria Cases; Dengue Outbreak; High TB Burden,Low,141,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",West Bengal,Howrah,2016,Sep,215471,19,391,227
"Hubli, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Medium,178,HMIS,Government health data collection and reporting (Health Management Information System),Karnataka,Hubli,2017,Jan,238800,433,302,70
"Agra, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,42,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Agra,2016,Apr,460506,92,14,83
"Nagpur, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,51,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Maharashtra,Nagpur,2016,Jun,53007,127,17,89
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,111,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2018,Mar,463383,28,386,88
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,133,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Ahmedabad,2017,May,186576,346,240,14
"Patna, Bihar",Malaria Outbreak; Dengue Outbreak; TB Cases,Medium,187,NFHS,National Family Health Survey — demographic and health indicators research,Bihar,Patna,2018,Jan,58093,322,380,142
"Mumbai, Maharashtra",Malaria Cases; Dengue Outbreak; High TB Burden,Medium,101,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Mumbai,2018,Mar,277281,50,236,172
"Nagpur, Maharashtra",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Institutional Deliveries,Medium,189,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Nagpur,2017,Sep,256077,472,314,65
"Mumbai, Maharashtra",Malaria Outbreak; Dengue Outbreak; TB Cases,High,161,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Maharashtra,Mumbai,2017,Jun,271856,262,359,107
"Pune, Maharashtra",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Medium,179,HMIS,Government health data collection and reporting (Health Management Information System),Maharashtra,Pune,2017,Sep,430127,414,246,147
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low ANC Registrations; Low Institutional Deliveries,High,154,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Uttar Pradesh,Agra,2017,Feb,151411,247,335,115
"Howrah, West Bengal",Malaria Outbreak; Dengue Cases,Medium,105,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",West Bengal,Howrah,2016,Jul,80584,291,184,0
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,Medium,144,HMIS,Government health data collection and reporting (Health Management Information System),Uttar Pradesh,Varanasi,2016,Jun,325707,390,47,212
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,197,HMIS,Government health data collection and reporting (Health Management Information System),Uttar Pradesh,Varanasi,2016,Jul,452678,455,342,92
"Lucknow, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,158,NFHS,National Family Health Survey — demographic and health indicators research,Uttar Pradesh,Lucknow,2016,Mar,170178,214,353,146
"Ahmedabad, Gujarat",Malaria Cases; Dengue Outbreak; High TB Burden,Medium,141,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Gujarat,Ahmedabad,2016,Jul,108329,101,349,187
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Institutional Deliveries,High,170,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2017,May,200393,397,357,11
"Patna, Bihar",Malaria Outbreak; Dengue Cases; TB Cases,Medium,74,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Bihar,Patna,2016,Aug,319531,297,13,27
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Outbreak; High TB Burden,Medium,181,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Gujarat,Ahmedabad,2016,Sep,150031,262,376,179
"Chennai, Tamil Nadu",Malaria Cases; Dengue Outbreak; High TB Burden; Low ANC Registrations; Low Institutional Deliveries,Medium,162,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Tamil Nadu,Chennai,2017,Apr,150235,105,341,286
