NGO_ID,NGO_Name,State,Sector,Focus_Area,Image_Search_Link
1004,India Community NGO 1004,Uttar Pradesh,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1004+india+ngo+work&tbm=isch
1005,India Community NGO 1005,Delhi,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1005+india+ngo+work&tbm=isch
1006,India Community NGO 1006,Karnataka,Education,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1006+india+ngo+work&tbm=isch
1007,India Community NGO 1007,West Bengal,Poverty Relief,Education Access,https://www.google.com/search?q=India+Community+NGO+1007+india+ngo+work&tbm=isch
1008,India Community NGO 1008,Bihar,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1008+india+ngo+work&tbm=isch
1009,India Community NGO 1009,Delhi,Education,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1009+india+ngo+work&tbm=isch
1010,India Community NGO 1010,Tamil Nadu,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1010+india+ngo+work&tbm=isch
1011,India Community NGO 1011,Bihar,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1011+india+ngo+work&tbm=isch
1012,India Community NGO 1012,Odisha,Women Empowerment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1012+india+ngo+work&tbm=isch
1013,India Community NGO 1013,Tamil Nadu,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+1013+india+ngo+work&tbm=isch
1014,India Community NGO 1014,Rajasthan,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+1014+india+ngo+work&tbm=isch
1015,India Community NGO 1015,Odisha,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1015+india+ngo+work&tbm=isch
1016,India Community NGO 1016,Rajasthan,Women Empowerment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1016+india+ngo+work&tbm=isch
1017,India Community NGO 1017,Karnataka,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+1017+india+ngo+work&tbm=isch
1018,India Community NGO 1018,Uttar Pradesh,Human Rights,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1018+india+ngo+work&tbm=isch
1019,India Community NGO 1019,Bihar,Education,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1019+india+ngo+work&tbm=isch
1020,India Community NGO 1020,Odisha,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+1020+india+ngo+work&tbm=isch
1021,India Community NGO 1021,West Bengal,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+1021+india+ngo+work&tbm=isch
1022,India Community NGO 1022,West Bengal,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+1022+india+ngo+work&tbm=isch
1023,India Community NGO 1023,Uttar Pradesh,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1023+india+ngo+work&tbm=isch
1024,India Community NGO 1024,Delhi,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+1024+india+ngo+work&tbm=isch
1025,India Community NGO 1025,Karnataka,Environment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1025+india+ngo+work&tbm=isch
1026,India Community NGO 1026,Odisha,Education,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1026+india+ngo+work&tbm=isch
1027,India Community NGO 1027,Rajasthan,Education,Urban Support,https://www.google.com/search?q=India+Community+NGO+1027+india+ngo+work&tbm=isch
1028,India Community NGO 1028,Maharashtra,Child Welfare,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1028+india+ngo+work&tbm=isch
1029,India Community NGO 1029,Rajasthan,Child Welfare,Rural Development,https://www.google.com/search?q=India+Community+NGO+1029+india+ngo+work&tbm=isch
1030,India Community NGO 1030,Tamil Nadu,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+1030+india+ngo+work&tbm=isch
1031,India Community NGO 1031,Maharashtra,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1031+india+ngo+work&tbm=isch
1032,India Community NGO 1032,Karnataka,Poverty Relief,Rural Development,https://www.google.com/search?q=India+Community+NGO+1032+india+ngo+work&tbm=isch
1033,India Community NGO 1033,Maharashtra,Poverty Relief,Rural Development,https://www.google.com/search?q=India+Community+NGO+1033+india+ngo+work&tbm=isch
1034,India Community NGO 1034,Gujarat,Poverty Relief,Urban Support,https://www.google.com/search?q=India+Community+NGO+1034+india+ngo+work&tbm=isch
1035,India Community NGO 1035,Delhi,Child Welfare,Rural Development,https://www.google.com/search?q=India+Community+NGO+1035+india+ngo+work&tbm=isch
1036,India Community NGO 1036,West Bengal,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+1036+india+ngo+work&tbm=isch
1037,India Community NGO 1037,Odisha,Child Welfare,Education Access,https://www.google.com/search?q=India+Community+NGO+1037+india+ngo+work&tbm=isch
1038,India Community NGO 1038,Karnataka,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1038+india+ngo+work&tbm=isch
1039,India Community NGO 1039,Delhi,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1039+india+ngo+work&tbm=isch
1040,India Community NGO 1040,Maharashtra,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1040+india+ngo+work&tbm=isch
1041,India Community NGO 1041,Maharashtra,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1041+india+ngo+work&tbm=isch
1042,India Community NGO 1042,Maharashtra,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1042+india+ngo+work&tbm=isch
1043,India Community NGO 1043,Rajasthan,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+1043+india+ngo+work&tbm=isch
1044,India Community NGO 1044,Rajasthan,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1044+india+ngo+work&tbm=isch
1045,India Community NGO 1045,Uttar Pradesh,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1045+india+ngo+work&tbm=isch
1046,India Community NGO 1046,Uttar Pradesh,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1046+india+ngo+work&tbm=isch
1047,India Community NGO 1047,Uttar Pradesh,Poverty Relief,Urban Support,https://www.google.com/search?q=India+Community+NGO+1047+india+ngo+work&tbm=isch
1048,India Community NGO 1048,Rajasthan,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+1048+india+ngo+work&tbm=isch
1049,India Community NGO 1049,West Bengal,Child Welfare,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1049+india+ngo+work&tbm=isch
1050,India Community NGO 1050,Maharashtra,Human Rights,Urban Support,https://www.google.com/search?q=India+Community+NGO+1050+india+ngo+work&tbm=isch
1051,India Community NGO 1051,Uttar Pradesh,Environment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1051+india+ngo+work&tbm=isch
1052,India Community NGO 1052,Gujarat,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1052+india+ngo+work&tbm=isch
1053,India Community NGO 1053,Rajasthan,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1053+india+ngo+work&tbm=isch
1054,India Community NGO 1054,Odisha,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1054+india+ngo+work&tbm=isch
1055,India Community NGO 1055,Maharashtra,Poverty Relief,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1055+india+ngo+work&tbm=isch
1056,India Community NGO 1056,Delhi,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1056+india+ngo+work&tbm=isch
1057,India Community NGO 1057,Tamil Nadu,Human Rights,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1057+india+ngo+work&tbm=isch
1058,India Community NGO 1058,Delhi,Education,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1058+india+ngo+work&tbm=isch
1059,India Community NGO 1059,Delhi,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1059+india+ngo+work&tbm=isch
1060,India Community NGO 1060,Maharashtra,Poverty Relief,Urban Support,https://www.google.com/search?q=India+Community+NGO+1060+india+ngo+work&tbm=isch
1061,India Community NGO 1061,Karnataka,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1061+india+ngo+work&tbm=isch
1062,India Community NGO 1062,Rajasthan,Environment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1062+india+ngo+work&tbm=isch
1063,India Community NGO 1063,Rajasthan,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1063+india+ngo+work&tbm=isch
1064,India Community NGO 1064,Uttar Pradesh,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1064+india+ngo+work&tbm=isch
1065,India Community NGO 1065,Bihar,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1065+india+ngo+work&tbm=isch
1066,India Community NGO 1066,Gujarat,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+1066+india+ngo+work&tbm=isch
1067,India Community NGO 1067,West Bengal,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1067+india+ngo+work&tbm=isch
1068,India Community NGO 1068,West Bengal,Health,Urban Support,https://www.google.com/search?q=India+Community+NGO+1068+india+ngo+work&tbm=isch
1069,India Community NGO 1069,Karnataka,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+1069+india+ngo+work&tbm=isch
1070,India Community NGO 1070,Tamil Nadu,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1070+india+ngo+work&tbm=isch
1071,India Community NGO 1071,Gujarat,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1071+india+ngo+work&tbm=isch
1072,India Community NGO 1072,Rajasthan,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1072+india+ngo+work&tbm=isch
1073,India Community NGO 1073,Uttar Pradesh,Poverty Relief,Urban Support,https://www.google.com/search?q=India+Community+NGO+1073+india+ngo+work&tbm=isch
1074,India Community NGO 1074,Karnataka,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1074+india+ngo+work&tbm=isch
1075,India Community NGO 1075,Uttar Pradesh,Health,Education Access,https://www.google.com/search?q=India+Community+NGO+1075+india+ngo+work&tbm=isch
1076,India Community NGO 1076,Maharashtra,Poverty Relief,Rural Development,https://www.google.com/search?q=India+Community+NGO+1076+india+ngo+work&tbm=isch
1077,India Community NGO 1077,Odisha,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1077+india+ngo+work&tbm=isch
1078,India Community NGO 1078,West Bengal,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1078+india+ngo+work&tbm=isch
1079,India Community NGO 1079,Gujarat,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+1079+india+ngo+work&tbm=isch
1080,India Community NGO 1080,Gujarat,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1080+india+ngo+work&tbm=isch
1081,India Community NGO 1081,Odisha,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+1081+india+ngo+work&tbm=isch
1082,India Community NGO 1082,West Bengal,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+1082+india+ngo+work&tbm=isch
1083,India Community NGO 1083,Rajasthan,Education,Education Access,https://www.google.com/search?q=India+Community+NGO+1083+india+ngo+work&tbm=isch
1084,India Community NGO 1084,Maharashtra,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1084+india+ngo+work&tbm=isch
1085,India Community NGO 1085,Uttar Pradesh,Women Empowerment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1085+india+ngo+work&tbm=isch
1086,India Community NGO 1086,Uttar Pradesh,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1086+india+ngo+work&tbm=isch
1087,India Community NGO 1087,Odisha,Poverty Relief,Rural Development,https://www.google.com/search?q=India+Community+NGO+1087+india+ngo+work&tbm=isch
1088,India Community NGO 1088,Tamil Nadu,Child Welfare,Education Access,https://www.google.com/search?q=India+Community+NGO+1088+india+ngo+work&tbm=isch
1089,India Community NGO 1089,Odisha,Human Rights,Education Access,https://www.google.com/search?q=India+Community+NGO+1089+india+ngo+work&tbm=isch
1090,India Community NGO 1090,West Bengal,Child Welfare,Education Access,https://www.google.com/search?q=India+Community+NGO+1090+india+ngo+work&tbm=isch
1091,India Community NGO 1091,Delhi,Women Empowerment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1091+india+ngo+work&tbm=isch
1092,India Community NGO 1092,Gujarat,Child Welfare,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1092+india+ngo+work&tbm=isch
1093,India Community NGO 1093,Rajasthan,Education,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1093+india+ngo+work&tbm=isch
1094,India Community NGO 1094,Maharashtra,Women Empowerment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1094+india+ngo+work&tbm=isch
1095,India Community NGO 1095,Maharashtra,Child Welfare,Rural Development,https://www.google.com/search?q=India+Community+NGO+1095+india+ngo+work&tbm=isch
1096,India Community NGO 1096,West Bengal,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1096+india+ngo+work&tbm=isch
1097,India Community NGO 1097,West Bengal,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1097+india+ngo+work&tbm=isch
1098,India Community NGO 1098,Odisha,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+1098+india+ngo+work&tbm=isch
1099,India Community NGO 1099,Odisha,Education,Food Distribution,https://www.google.com/search?q=India+Community+NGO+1099+india+ngo+work&tbm=isch
1100,India Community NGO 1100,Tamil Nadu,Education,Education Access,https://www.google.com/search?q=India+Community+NGO+1100+india+ngo+work&tbm=isch
