village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Ahmedabad,Gujarat,Ahmedabad,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,40626,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Vadodara,Gujarat,Vadodara,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19434,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Vadodara,Gujarat,Vadodara,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19434,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Vadodara,Gujarat,Vadodara,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19434,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,34463,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,34463,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,34463,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Vadodara,Gujarat,Vadodara,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Low,33735,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Vadodara,Gujarat,Vadodara,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Low,33735,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Vadodara,Gujarat,Vadodara,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Low,33735,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Chennai,Tamil Nadu,Chennai,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Low,47484,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Chennai,Tamil Nadu,Chennai,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Low,47484,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Low,47484,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2023,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,65234,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2023,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,65234,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2023,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,65234,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Coimbatore,Tamil Nadu,Coimbatore,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,26815,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,26815,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,26815,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Pune,Maharashtra,Pune,2023,Malaria Outbreak; Dengue Outbreak,Medium,22311,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2023,Malaria Outbreak; Dengue Outbreak,Medium,22311,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Pune,Maharashtra,Pune,2023,Malaria Outbreak; Dengue Outbreak,Medium,22311,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Coimbatore,Tamil Nadu,Coimbatore,2024,Malaria Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Low,32684,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Coimbatore,Tamil Nadu,Coimbatore,2024,Malaria Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Low,32684,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2024,Malaria Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Low,32684,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Madurai,Tamil Nadu,Madurai,2025,Tuberculosis; Low Immunization Coverage,Medium,34170,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2025,Tuberculosis; Low Immunization Coverage,Medium,34170,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Madurai,Tamil Nadu,Madurai,2025,Tuberculosis; Low Immunization Coverage,Medium,34170,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Ahmedabad,Gujarat,Ahmedabad,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,69272,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,69272,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Ahmedabad,Gujarat,Ahmedabad,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,69272,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,64905,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,64905,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Coimbatore,Tamil Nadu,Coimbatore,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,64905,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Tuberculosis,Low,45814,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Tuberculosis,Low,45814,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Tuberculosis,Low,45814,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
