GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
TOBACCO_MPOWER_E1_DIRECTADBANS,Tobacco Enforce bans: E1 direct advertising,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e1-direct-advertising,2010,2010,2010,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E2_intl_tv_radio,Ban on advertising on international television and radio,,Yes,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,0.0,0,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,7.8375898,7.8 [7.1-8.6],7.0890829,8.6075351
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,95817.543,95 818 [65 680-122 284],65680.064,122284.308
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7.1147814,7.1 [6.3-8.1],6.2722564,8.060082
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00077,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,77.451330433,77.5 [72.7-82.5],72.727867171,82.494241158
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2b-smoked-packaging-health-warnings--other-characteristics,2008,2008,2008,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on emission yields,,No,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,57647.0,57 647 [48 249-67 515],48249.0,67515.0
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1981,1981,1981,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4.3,4.3 [3.7-4.9],3.7,4.9
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2006,2006,2006,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,61.7,61.7 [49.4 - 72.8],49.4,72.8
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,33.991322,34.0 [31.9-36.1],31.852224,36.098707
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/out-of-pocket-expenditure-%28oop%29-per-capita-in-us,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,37.76172989,37.76,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,42.126704805,42,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1999,1999,1999,SEAR,South-East Asia,IND,India,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,59.8,59.8 [58.8-60.9],58.8,60.9
GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-private-health-expenditure-%28pvt-d%29-as-percentage-of-current-health-expenditure-%28che%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,72.82318115,72.82,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,20.27791195,20.28 [15.84-25.99],15.84207586,25.98778818
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,69.946585948,70,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,333342.632418637,333 343,,
TOBACCO_MPOWER_E3_INDIRECTADBANSPLUS,"Tobacco Enforce bans: E3 indirect advertising, additional bans",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e3-indirect-advertising--additional-bans,2018,2018,2018,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities,,Yes,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,,,,
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2015,2015,2015,SEAR,South-East Asia,IND,India,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,41.9,41.9 [41.0-42.9],41.0,42.9
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1989,1989,1989,SEAR,South-East Asia,IND,India,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,62.7,62.7,,
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1996,1996,1996,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.788174735,0.79 [0 - 3.68],0.0,3.678148764
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,222461.4825,222461.5,,
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,248269.261,248 269 [151 174-343 859],151173.582,343858.623
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2017,2017,2017,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,16.9,16.9 [16.1-17.8],16.1,17.8
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,17.51009946,17.5 [17.3-17.7],17.31539025,17.69824472
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,155327.019,155 327 [117 873-198 654],117873.219,198653.683
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-acceptable-diet-6-23-months,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7.6,7.6 [6.3-9.1],6.3,9.1
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,72.186175397,72.2 [69.5-75.0],69.518832488,75.038985353
TOBACCO_MPOWER_NTCP,Tobacco MPOWER: National tobacco control programmes (NTCP),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mpower--national-control-programmes-%28ntcp%29,2024,2024,2024,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_NTCP_agcy,National agency for tobacco control exists,,Yes,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1989,1989,1989,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1265294.0,1 265 294 [1 219 545-1 313 333],1219545.0,1313333.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3638112.567,3 638 113 [1 947 046-6 250 653],1947046.362,6250652.835
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.03304,0,,
FINPROTECTION_IMP_P365_POP,"Population pushed further below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-pushed-further-below-the-3.65-a-day-poverty-line-by-household-health-expenditures-%28percent--national--rural--urban%29,2000,2000,2000,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,62.63,62.63,,
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2006,2006,2006,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,1.4,1.4 [1.1-1.7],1.1,1.7
RSUD_550,Recommendations for screening and brief interventions for substance use in primary health care,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/recommendations-for-screening-and-brief-interventions-for-substance-use-in-primary-health-care,2014,2014,2014,SEAR,South-East Asia,IND,India,SUBSTANCETYPE,SUBSTANCETYPE_ALCOHOL,Alcohol,,Yes,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1971,1971,1971,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,217.203245468,217.2 [206.6-228.4],206.557517416,228.396906202
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,3.3,3.3 [3.2-3.4],3.2,3.4
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1985,1985,1985,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.26,1.26,,
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2013,2013,2013,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Yes,,
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2019,2019,2019,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MEDICINES,NCD-related medicines,,Yes,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2014,2014,2014,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),50.7,50.7,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,149655.925,149 656 [104 867-187 651],104866.841,187651.359
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,50.0,50.0 [42.3-57.5],42.3,57.5
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2014,2014,2014,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,50.5,50.5,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,3228229.136,3 228 229 [2 293 685-4 039 750],2293684.877,4039750.427
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,86504.40331,86504.4,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,6.775727589,6.8 [6.3-7.3],6.324997494,7.291783719
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.28173,1.3,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2022,2022,2022,SEAR,South-East Asia,IND,India,,,,75222.0,75 222,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,22.4,22.4 [20.2-24.9],20.2,24.9
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2019,2019,2019,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MGMTPALLIATIVECAREPUBLIC,Palliative care in the public health system,,Yes,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,27.148649,27.1 [24.7-29.6],24.716228,29.562184
